PESOS ENTRADA OCULTA (W)
[-0.073128, 0.036241, 0.034152, 0.102285, -0.135261, -0.156752, 0.110305, 0.067188, -0.023655, -0.017005, 0.106891, 0.149072, 0.12085, -0.029868, -0.123271, 0.142278, -0.03976, 0.15723, 0.030687, 0.080098, -0.166501, -0.052687, 0.061568, -0.042809, 0.047996, 0.048186, -0.0395, -0.108977, 0.056127, 0.087529, 0.04927, 0.009529, 0.109899, 0.018231, -0.095372, -0.165073, -0.032671, 0.011624, -0.085442, 0.085142, 0.029247, 0.147957, 0.077407, -0.162751, 0.047398, 0.043722, -0.05458, 0.053122, 0.027533, 0.056375, -0.12306, 0.036167, 0.049032, -0.046314, -0.059748, -0.02089, 0.079151, -0.125898, -0.061159, 0.000817, 0.161949, 0.148126, 0.157513, 0.017017, 0.113811, 0.001112, 0.025101, 0.071115, -0.110689, 0.107177, 0.050713, -0.128931, 0.035327, 0.074753, -0.110213, 0.028737, 0.055008, 0.098051, -0.152128, -0.063559, 0.074303, -0.007268, -0.131722, -0.131563, 0.129036, -0.024191, 0.008195, -0.069734, -0.020983, 0.067435]
[-0.11252, 0.030929, -0.155657, -0.04214, 0.164278, 0.13304, -0.012884, 0.16369, 0.136459, -0.01681, -0.14533, -0.130373, -0.020191, 0.09921, -0.142402, -0.076928, 0.027078, -0.054566, 0.002245, -0.066882, -0.149979, -0.048095, -0.122899, 0.154961, 0.15269, 0.058324, -0.084588, 0.063286, 0.146728, -0.007563, -0.002708, -0.15886, 0.144441, -0.032051, 0.105858, 0.069448, -0.046753, 0.161182, 0.087041, -0.005153, 0.119172, 0.147616, -0.044352, 0.129798, 0.069372, -0.159504, -0.06952, -0.118058, -0.094893, 0.104671, 0.001799, 0.089651, 0.098532, 0.043761, -0.090481, -0.05961, 0.148262, -0.145898, -0.096602, -0.132627, -0.152653, 0.10633, 0.046675, 0.067004, -0.010037, 0.032467, 0.072715, 0.168362, 0.081008, -0.001671, 0.07625, -0.110712, -0.086996, 0.166211, 0.140701, -0.139113, -0.101947, 0.047356, 0.0713, 0.030331, 0.141625, 0.003776, 0.02262, 0.085446, -0.013256, -0.040002, 0.097795, -0.141903, 0.154601, -0.067341]
[0.098585, -0.094431, 0.139901, 0.168642, 0.124355, -0.156323, 0.076581, 0.011949, 0.00902, 0.167331, 0.073669, -0.080442, -0.143682, -0.121668, -0.024787, -0.100657, -0.116088, 0.062302, 0.133128, 0.060019, 0.070797, 0.089951, -0.160581, -0.10786, -0.027975, 0.069403, 0.018533, 0.007509, -0.15445, 0.142128, 0.098427, 0.092831, 0.102605, 0.065783, -0.055589, -0.159353, -0.101086, -0.162217, -0.118692, -0.129275, 0.13701, 0.113748, 0.153429, -0.142127, -0.119557, -0.028543, 0.14294, 0.076872, 0.009984, 0.053632, -0.011391, -0.05785, -0.046324, -0.032461, 0.160992, -0.099703, 0.041157, 0.13291, -0.060296, 0.150989, 0.069311, -0.077525, 0.145701, 0.036207, -0.062558, 0.047982, 0.015583, 0.148855, 0.075588, -0.02642, -0.081461, 0.103595, -0.013722, 0.13637, -0.117782, -0.037046, -0.166756, 0.028063, -0.117306, -0.160826, 0.143331, -0.094175, -0.039464, -0.144916, 0.160942, 0.069584, -0.097477, 0.055648, 0.052397, -0.144429]
[0.098524, 0.111077, 0.048704, 0.164795, -0.131002, 0.101594, -0.089865, 0.019614, 0.117563, -0.140727, -0.148617, -0.150304, 0.02346, 0.103386, 0.053143, -0.151027, -0.15627, -0.043614, -0.038429, 0.164522, -0.117195, 0.120675, 0.161251, 0.069958, -0.130883, -0.144083, 0.003618, -0.018097, -0.067096, -0.040771, 0.042037, -0.014948, -0.094489, -0.135432, -0.10534, -0.095769, 0.024882, -0.095307, -0.050751, 0.099429, 0.042929, 0.052857, 0.165441, 0.064136, -0.128591, -0.058734, -0.149762, 0.109368, 0.121103, 0.144039, -0.123864, 0.091501, -0.073911, -0.063418, -0.117345, -0.150798, -0.159847, -0.16528, -0.074117, 0.041442, -0.003017, -0.136892, -0.055343, 0.144266, 0.034115, -0.069144, -0.137249, 0.022146, -0.080625, 0.080592, -0.042736, -0.113757, 0.118794, 0.080991, -0.050141, 0.014718, -0.006524, -0.105708, 0.022947, -0.118251, 0.1382, -0.099106, -0.045138, 0.102729, -0.057512, -0.003289, 0.006759, 0.142032, 0.014712, 0.075]
[0.121507, -0.094614, 0.141351, 0.090195, 0.052691, 0.086225, -0.094673, -0.053534, -0.025908, -0.036292, 0.078282, 0.040769, -0.032674, 0.168986, -0.167282, 0.131063, 0.095313, 0.128462, 0.044565, -0.073558, 0.000195, 0.036077, 0.100407, -0.084949, 0.003938, 0.087227, -0.117685, 0.160126, 0.093492, 0.079584, 0.01224, 0.055004, -0.124249, 0.052229, 0.163331, 0.088006, 0.087755, 0.019172, 0.161496, 0.008805, -0.161287, 0.11562, -0.148729, 0.155576, -0.082515, 0.098022, -0.021669, 0.039068, 0.031747, 0.106985, -0.070336, -0.069916, -0.150079, -0.037965, -0.03425, -0.004684, -0.14787, -0.118262, 0.141511, 0.157349, -0.085361, 0.083043, 0.003187, 0.085878, 0.015759, -0.096782, -0.067441, -0.165226, 0.12022, 0.073167, 0.105753, -0.08587, 0.148789, 0.065786, -0.079609, 0.101391, 0.039331, -0.114009, 0.110025, 0.043926, 0.118883, -0.096811, -0.014624, 0.099961, -0.108289, -0.152113, -0.118132, 0.009238, 0.097756, -0.127354]
[0.070185, 0.166646, 0.086046, 0.035206, 0.058829, -0.065381, -0.066694, -0.108833, -0.150201, -0.134512, -0.149003, -0.052759, 0.091436, 0.041745, 0.158229, -0.020873, -0.091301, 0.039515, 0.14914, -0.101959, -0.146748, 0.102996, -0.138146, 0.042677, 0.11361, -0.099308, -0.123584, -0.092549, 0.128062, -0.130711, -0.05749, 0.036255, 0.133175, -0.11112, 0.122059, -0.062644, 0.024177, 0.087679, 0.122555, 0.093696, -0.066856, 0.030368, -0.127696, -0.039547, -0.104724, 0.168293, -0.003874, -0.148352, 0.026486, -0.003004, -0.045247, 0.012168, -0.082044, 0.149602, -0.13276, -0.104535, -0.164121, 0.148273, 0.033798, 0.099503, 0.047453, 0.141507, 0.065676, 0.038912, -0.025262, -0.091511, 0.084664, 0.050162, 0.152907, 0.152042, 0.142378, -0.097856, -0.151518, 0.166116, 0.124222, -0.127026, -0.040198, -0.155549, -0.166787, -0.110985, -0.132324, -0.020025, -0.046186, -0.047802, 0.124708, -0.134825, 0.158936, 0.047892, -0.073499, -0.067778]
[-0.154305, -0.10074, -0.150556, 0.064663, 0.131845, 0.139094, -0.005287, -0.022747, 0.128958, -0.153987, 0.073372, -0.0729, -0.127782, 0.098389, 0.031757, -0.133921, 0.004041, 0.103374, -0.037683, -0.052418, -0.063912, 0.154537, 0.15301, -0.122727, 0.049943, -0.053293, 0.141496, -0.004398, -0.163466, -0.078155, 0.113353, 0.161644, 0.102112, -0.121726, 0.034807, -0.075308, -0.014907, 0.004054, -0.151324, -0.114033, 0.164156, -0.002593, -0.138798, -0.133766, -0.135282, 0.088646, 0.134686, 0.08361, 0.13714, -0.036634, 0.126076, -0.157542, 0.030263, -0.019921, 0.164097, 0.049291, 0.123375, 0.001836, -0.150271, -0.104474, -0.066651, -0.057046, -0.004872, -0.109817, -0.041089, -0.157721, 0.063411, 0.092036, 0.055888, 0.030249, 0.068732, 0.037162, 0.007023, 0.060789, 0.069874, -0.05131, -0.038942, -0.103618, -0.103774, -0.036534, 0.023473, -0.076823, -0.005296, 0.152482, -0.124639, -0.069635, 0.092275, 0.076966, 0.103003, -0.030452]
[-0.046831, 0.007027, -0.033066, -0.081316, -0.006893, -0.089063, -0.123976, 0.00577, 0.034432, -0.039648, 0.154983, -0.166922, 0.123023, 0.059236, 0.095609, -0.161905, 0.158324, 0.005741, -0.026281, -0.034673, -0.017717, 0.062363, 0.008573, -0.021689, -0.075561, 0.056168, -0.031852, 0.13749, 0.139569, 0.162014, 0.000919, 0.009749, -0.036368, -0.130023, -0.046775, -0.007318, -0.137199, 0.076559, 4.4e-05, -0.152408, -0.129034, 0.137015, 0.159242, -0.011887, -0.076104, -0.100162, -0.05194, 0.129596, -0.079288, 0.117583, -0.020441, 0.134144, -0.066404, -0.014408, -0.020487, -0.153052, -0.014439, 0.064188, -0.023526, 0.149343, -0.044033, -0.039732, 0.015079, 0.153609, 0.064165, 0.154357, 0.09487, 0.02165, -0.130764, -0.151343, 0.046351, -0.025318, 0.024828, -0.159846, -0.094109, -0.041813, 0.145107, 0.005034, 0.149695, -0.042164, 0.167486, -0.117293, 0.084088, 0.033845, 0.038604, -0.092065, 0.076196, 0.136826, 0.122402, 0.074756]
[0.01441, -0.031082, -0.094039, 0.032459, 0.015027, 0.028313, -0.013972, 0.112152, -0.031064, 0.060942, 0.10265, 0.026781, 0.102561, 0.118907, 0.054727, -0.036725, -0.06385, -0.033086, 0.151571, -0.009651, 0.033879, -0.001585, 0.034398, 0.06332, -0.082713, 0.028823, 0.017904, -0.049265, -0.036156, 0.125823, -0.049539, 0.143698, 0.026467, -0.166359, 0.155437, -0.066162, -0.043838, -0.083466, 0.107724, -0.020993, -0.139306, 0.124762, 0.12923, 0.12879, -0.127633, 0.079483, -0.082967, 0.164885, 0.124314, 0.016221, 0.074527, 0.08865, -0.158327, 0.012341, 0.027004, -0.070605, 0.166329, -0.114884, 0.080631, 0.027839, 0.060342, 0.094827, -0.141047, -0.132479, 0.094006, -0.018944, 0.054622, 0.112019, 0.130265, 0.014844, 0.114951, 0.126077, -0.162046, -0.123605, 0.125505, 0.164938, -0.104338, -0.10362, -0.016266, -0.151273, 0.109728, -0.112721, 0.081953, 0.02037, -0.147336, 0.054403, -0.161742, 0.031753, -0.141864, -0.149377]
[0.11868, -0.083713, -0.10828, -0.074221, 0.12831, 0.004077, 0.055373, -0.152338, -0.108273, 0.141799, -0.151833, 0.128147, -0.168812, -0.103955, -0.069894, -0.063314, 0.003573, 0.159376, 0.120018, 0.050336, -0.084319, -0.097375, 0.143458, -0.041592, 0.024019, -0.16306, 0.147578, -0.03184, 0.153969, -0.021529, 0.11334, 0.035826, -0.116772, 0.110058, 0.082306, -0.038504, 0.110584, 0.090607, 0.019104, -0.100236, 0.059224, -0.05897, 0.154045, -0.018209, 0.118215, -0.100835, 0.11405, 0.001179, -0.122897, -0.018563, 0.013885, -0.045351, -0.040872, -0.051367, -0.162003, -0.062103, -0.110759, -0.024872, -0.110817, -0.127076, 0.128895, 0.10638, 0.144622, 0.0042, -0.008416, 0.050605, 0.046124, 0.099535, 0.012752, 0.068334, 0.12735, -0.119559, 0.134946, 0.101233, -0.068425, -0.066475, -0.15679, 0.033311, 0.032249, -0.106183, -0.103421, -0.079937, -0.043119, 0.070327, -0.001819, -0.070929, -0.089919, -0.090228, 0.096012, 0.019351]
