Epoca,Erro_Treino
205,0.008799426618866558
206,0.008721387060419764
207,0.00864493104758319
208,0.008569831417274666
209,0.008495538981882557
210,0.008423161101538016
211,0.008351056646988384
212,0.008279939861780905
213,0.008209247386931065
214,0.008140094032106132
215,0.008072013202158508
216,0.008004840743550255
217,0.007938872165883782
218,0.007873687755760084
219,0.007810100677903884
220,0.0077467155762621235
221,0.007683698247199457
222,0.007621801467369245
223,0.007561354198713117
224,0.0075014261206256885
225,0.007441838688084421
226,0.007383592011475656
227,0.00732578446081687
228,0.007269770590802669
229,0.007213210557945705
230,0.007158300407758866
231,0.007103643323621193
232,0.007049754586071649
233,0.0069959959513036475
234,0.006943696014528049
235,0.0068922510856053625
236,0.006840788469416537
237,0.006790532390281099
238,0.006740329424624251
239,0.006690974835169567
240,0.006642814635565369
241,0.0065942918072377866
242,0.006546888236745839
243,0.006500110108428892
244,0.0064543609000560906
245,0.006408211462836808
246,0.006363033924440516
247,0.0063185461075820305
248,0.006274982237452379
249,0.006231001418512078
250,0.006188271128601033
251,0.0061456330919561625
252,0.006103899798275272
253,0.006062669553579764
254,0.006021482056501595
255,0.005980820501971771
256,0.005941216081164265
257,0.005901388434390368
258,0.005862166323725472
259,0.005823910483687016
260,0.005785445659476546
261,0.005748017717324908
262,0.005710392740691165
263,0.0056735055455145785
264,0.00563724212080983
265,0.005601111447625564
266,0.005565425511241491
267,0.0055299266013303355
268,0.0054952608098962135
269,0.00546041361853594
270,0.005426302975104199
271,0.005392661616892693
272,0.005359295163627164
273,0.00532615024061031
274,0.00529360586592964
275,0.005261321165852657
276,0.0052294704856562894
277,0.005197544974684419
278,0.005166570639264054
279,0.005135571954595655
280,0.005104838505651614
281,0.005074657603585054
282,0.0050443495501992066
283,0.005014961966214445
284,0.0049853861383555515
285,0.004956262059866508
286,0.004927516914517136
287,0.004899149035209654
288,0.004870944577987673
289,0.004842881458813603
290,0.0048152059010649955
291,0.004788031648873718
292,0.004760883855322413
293,0.004734050389366795
294,0.004707349755558574
295,0.004681333153988851
296,0.004655146540911014
297,0.0046293064000442466
298,0.004603846489417785
299,0.004578715721179009
300,0.004553485430320233
301,0.004528715739643644
302,0.004504356864390614
303,0.004480050941686998
304,0.0044559678408467715
305,0.0044321075104406665
306,0.0044084873040043555
307,0.00438511557681053
308,0.0043617191045276105
309,0.004338812714499792
310,0.004315984765649303
311,0.00429361900803887
312,0.004271219754567505
313,0.004249173015853154
314,0.0042271782833982995
315,0.004205503365338839
316,0.004183967784392664
317,0.004162551793031405
318,0.004141346590291567
319,0.004120569104933193
320,0.004099782665663881
321,0.004079039621480848
322,0.004058813126437812
323,0.004038527838016552
324,0.004018405030577765
325,0.003998718111166514
326,0.00397905602334466
327,0.00395937873735257
328,0.003940201117714093
329,0.003920992938665792
330,0.003901981192607744
331,0.003882989019136151
332,0.003864472579783834
333,0.0038458657735071433
334,0.003827437819132828
335,0.0038092839685098653
336,0.0037912930053219255
337,0.0037732721664510724
338,0.003755640750790444
339,0.003737970449915377
340,0.0037205657207635746
341,0.003703255049018566
342,0.0036861038990031823
343,0.003669047067204307
344,0.0036521833885435695
345,0.0036352954123763
346,0.00361871922541832
347,0.0036023147797668697
348,0.0035858453936474305
349,0.0035697256024644942
350,0.0035536154349644056
351,0.0035377127440738695
352,0.0035218484972499567
353,0.0035061185279050408
354,0.0034906063595173797
355,0.003475054805052883
356,0.0034598284770822668
357,0.0034445135825028513
358,0.0034294151087936346
359,0.0034145488968398813
360,0.0033996925572127032
361,0.003384956189475326
362,0.003370261557415625
363,0.0033557567694511227
364,0.0033413550824889088
365,0.0033270658518637112
366,0.003312935822741853
367,0.003298788946413941
368,0.0032848940014720933
369,0.0032709172706056845
370,0.0032572145963938306
371,0.0032436065763457624
372,0.0032300527437454526
373,0.003216592600789462
374,0.0032031961450670592
375,0.00318995323618836
376,0.003176823324168807
377,0.0031637195815370943
378,0.0031507804850276554
379,0.0031378468287250705
380,0.0031251606879373287
381,0.003112420581495659
382,0.0030998462945670416
383,0.003087354173825316
384,0.0030748973285109568
385,0.003062590435123951
386,0.0030504379871863566
387,0.0030382379299973526
388,0.003026155835272025
389,0.0030142386545600644
390,0.003002302411792997
391,0.0029904900152859953
392,0.002978844634010885
393,0.002967220276409161
394,0.002955662835268191
395,0.0029441049460083306
396,0.002932728177105412
397,0.0029214225533844536
398,0.002910182931056734
399,0.0028989948814097384
400,0.00288793787205144
401,0.0028769632439786886
402,0.002865958238840354
403,0.0028551518491496558
404,0.0028443779004815703
405,0.002833603097784827
406,0.0028230250848519847
407,0.002812451885874592
408,0.0028019520165295936
409,0.0027915307883207134
410,0.002781166107752922
411,0.002770820139760198
412,0.002760626243938003
413,0.0027504670111539414
414,0.0027404081297040445
415,0.002730333306071725
416,0.0027204137517047085
417,0.002710541660133102
418,0.00270068872531493
419,0.0026908924111132258
420,0.0026812390327408
421,0.0026715831640104046
422,0.0026620403413345917
423,0.002652470902394389
424,0.002643027165109758
425,0.002633662264792308
426,0.0026243493675032923
427,0.002615083449846655
428,0.002605846773439859
429,0.002596712013434308
430,0.002587606833123632
431,0.002578555355685606
432,0.0025695372754785434
433,0.002560621321388336
434,0.0025517307658156586
435,0.0025429192639181116
436,0.0025342109264701045
437,0.0025254781489721825
438,0.0025168424598971655
439,0.002508234524521924
440,0.0024996581405707548
441,0.002491164036113182
442,0.00248275061884454
443,0.0024743238644135686
444,0.0024659789964765954
445,0.002457702882830862
446,0.0024494253658672036
447,0.002441261005245331
448,0.0024331209686076372
449,0.0024250401381396007
450,0.002416955166302571
451,0.0024089943595538474
452,0.0024010061992506848
453,0.002393103210322614
454,0.0023852847146301533
455,0.002377457108327473
456,0.0023696840218262244
457,0.0023619674695010114
458,0.002354274122478815
459,0.00234668971179057
460,0.002339057326828476
461,0.0023315194907918397
462,0.002324039440838997
463,0.002316584440655086
464,0.002309171389551518
465,0.002301827703833121
466,0.0022944817846688097
467,0.0022871929741933245
468,0.0022799584932696997
469,0.0022727438127129983
470,0.002265592070533068
471,0.0022584534623333527
472,0.002251373561495844
473,0.0022443657741690903
474,0.0022373332793283874
475,0.0022304040159791157
476,0.002223447687941001
477,0.0022165897430043496
478,0.0022097542391753817
479,0.002202932648703739
480,0.0021961389153688283
481,0.002189421334718734
482,0.0021827429457283026
483,0.002176056965721914
484,0.0021694578189289035
485,0.0021628788923881773
486,0.002156316463026594
487,0.002149797798332925
488,0.0021433029377346028
489,0.0021368600549340573
490,0.0021304649995443547
491,0.002124089812999345
492,0.00211773875689109
493,0.0021114489081257705
494,0.002105174237556177
495,0.0020989496419801484
496,0.0020927429462908637
497,0.0020865439780434064
498,0.002080403797830933
499,0.0020743183487415802
500,0.0020682480276877887
501,0.0020621781457392328
502,0.0020561941499379973
503,0.0020502035598690153
504,0.002044269941889273
505,0.002038330085018859
506,0.002032449303711515
507,0.002026595881818109
508,0.0020207643849351666
509,0.002014982861898857
510,0.0020092026788053495
511,0.0020034797468184524
512,0.0019977758397095383
513,0.0019920709608046705
514,0.0019864475903229976
515,0.0019808146003694425
516,0.00197522365386938
517,0.0019696621161401015
518,0.001964113627936415
519,0.001958625267268485
520,0.0019531561213708506
521,0.0019477066785406048
522,0.0019422792535725428
523,0.0019368810583401987
524,0.001931489920485896
525,0.001926145759295677
526,0.001920841720287335
527,0.0019155547955073643
528,0.001910292016197736
529,0.0019050632837191853
530,0.0018998277613377303
531,0.0018946425390749305
532,0.0018895041799847547
533,0.0018843595213965942
534,0.0018792514466547897
535,0.0018741764430309804
536,0.0018690929133698636
537,0.0018640558777883118
538,0.0018590452835416551
539,0.001854079252609484
540,0.0018491193826468267
541,0.001844177779606188
542,0.0018392517518847958
543,0.0018343634369359678
544,0.0018294923040629374
545,0.0018246383947717621
546,0.00181981662524954
547,0.0018150374428980323
548,0.0018102609731428649
549,0.0018055092745041534
550,0.0018007755936194582
551,0.0017960634579611663
552,0.0017913795638937328
553,0.0017867155349808497
554,0.0017820561728242098
555,0.0017774358998953203
556,0.0017728483013364923
557,0.0017682750550690022
558,0.0017637007767890847
559,0.001759166307537642
560,0.001754652806471818
561,0.0017501663549361333
562,0.0017456977159349533
563,0.00174123190015922
564,0.0017368189484266434
565,0.0017323979598179659
566,0.0017280151041076412
567,0.0017236265605642374
568,0.001719276541318041
569,0.001714944076535723
570,0.0017106345524316438
571,0.0017063570379624127
572,0.0017020868184553773
573,0.0016978146526549693
574,0.0016935890113258362
575,0.0016893788359247119
576,0.0016851749096209946
577,0.0016810087434641146
578,0.001676832387189358
579,0.00167270678181901
580,0.0016685853554078622
581,0.001664467061812033
582,0.0016603919396800618
583,0.0016563240316416136
584,0.0016522727592985103
585,0.0016482496038856154
586,0.0016442329133519252
587,0.0016402270994548321
588,0.0016362570382637374
589,0.0016322812455170197
590,0.0016283542758299527
591,0.0016244222045170972
592,0.0016205151234725548
593,0.0016166144730278618
594,0.0016127371538080812
595,0.0016088858830826977
596,0.0016050301317447628
597,0.0016012108520541955
598,0.0015974086145533124
599,0.0015936070197496714
600,0.0015898246053088411
601,0.0015860700751509317
602,0.0015823187241068189
603,0.0015785899524005872
604,0.0015748925451031233
605,0.0015711801353400516
606,0.0015675118750517526
607,0.001563841505291519
608,0.0015601830075915105
609,0.0015565536894573946
610,0.001552942248377506
611,0.0015493226644185784
612,0.0015457468186638075
613,0.0015421637257002924
614,0.00153860720333527
615,0.001535066022830013
616,0.001531531814455912
617,0.0015280231488309115
618,0.0015245158147149445
619,0.0015210338512930935
620,0.0015175616458183352
621,0.0015140992838787051
622,0.0015106538285102253
623,0.0015072317057595107
624,0.0015038163289851215
625,0.0015004130125019005
626,0.001497014152562497
627,0.0014936464024126695
628,0.0014902930098167734
629,0.001486946540293463
630,0.0014836094333248993
631,0.0014802876112424718
632,0.0014769889757104894
633,0.001473696394219138
634,0.0014704139745404365
635,0.0014671498507149816
636,0.0014638965687392615
637,0.0014606511590188258
638,0.0014574276396194406
639,0.0014542134368101436
640,0.001451013340428251
641,0.0014478234177566075
642,0.0014446425515956401
643,0.0014414824086737906
644,0.0014383232505781984
645,0.0014351892674075088
646,0.0014320629014546579
647,0.0014289555607051008
648,0.001425854762451796
649,0.0014227595614404536
650,0.0014196771722138775
651,0.001416612508496546
652,0.0014135580334545443
653,0.0014105177397277103
654,0.0014074925981309783
655,0.0014044708151380043
656,0.0014014641069372074
657,0.001398476924021822
658,0.0013954928742772764
659,0.0013925159434643492
660,0.0013895595898104345
661,0.00138661602891565
662,0.0013836795842695655
663,0.0013807496435587696
664,0.0013778355105081913
665,0.0013749331079328877
666,0.0013720310490162888
667,0.0013691593629427269
668,0.0013662848257232905
669,0.0013634189280552077
670,0.001360569764042377
671,0.0013577359592358298
672,0.001354913070753015
673,0.0013520894717052251
674,0.001349283247346729
675,0.0013464875794758984
676,0.0013437063014814646
677,0.0013409282457252478
678,0.0013381638961781183
679,0.001335411691150634
680,0.0013326594213750134
681,0.0013299292797256718
682,0.0013272058808740971
683,0.0013244957591950642
684,0.001321784867238235
685,0.0013190985016203818
686,0.0013164146682552549
687,0.00131374070595901
688,0.0013110695613667838
689,0.0013084237508232152
690,0.0013057736945957313
691,0.0013031349460040738
692,0.0013005175704296971
693,0.0012978973739476212
694,0.001295291017486023
695,0.0012926902549928038
696,0.0012901108781931928
697,0.001287531564200627
698,0.0012849597784172161
699,0.0012824047637715501
700,0.001279851991893089
701,0.0012773081528143757
702,0.001274777229154974
703,0.0012722548700187415
704,0.0012697398121400841
705,0.0012672392385132821
706,0.0012647384249265862
707,0.0012622545351681311
708,0.0012597739396044915
709,0.0012573008166501076
710,0.0012548473982757098
711,0.001252395400320461
712,0.0012499483262186652
713,0.0012475174733136416
714,0.0012450843925722902
715,0.001242669985423338
716,0.001240262372409936
717,0.0012378637118189036
718,0.0012354721294139208
719,0.0012330892561531288
720,0.0012307090144197607
721,0.0012283454489526353
722,0.001225984580013575
723,0.0012236336396050961
724,0.0012212939555859563
725,0.0012189520747028872
726,0.0012166296066327689
727,0.0012143143375296876
728,0.0012120043409196563
729,0.0012096946472190976
730,0.001207406165785426
731,0.0012051176099221017
732,0.0012028392877647793
733,0.0012005635590992406
734,0.0011983044635207507
735,0.0011960452546546786
736,0.0011938007936363232
737,0.0011915610937302526
738,0.00118932691840005
739,0.001187103409428455
740,0.001184886416689355
741,0.0011826746619520378
742,0.0011804752883332605
743,0.0011782813383506864
744,0.0011760907240246734
745,0.0011739102690835764
746,0.0011717373305342095
747,0.0011695683115760522
748,0.0011674095633107072
749,0.0011652623648150963
750,0.001163118349213289
751,0.0011609800682890032
752,0.0011588526350436684
753,0.001156727261600174
754,0.001154614076941498
755,0.0011525010661209002
756,0.001150402059824719
757,0.0011483106690327808
758,0.0011462191170738588
759,0.0011441402384695769
760,0.0011420670183975247
761,0.0011399937471182873
762,0.0011379366459949834
763,0.0011358834847453995
764,0.0011338348374695262
765,0.001131797573710636
766,0.0011297621809318484
767,0.0011277342512371292
768,0.0011257164921642869
769,0.0011237008182606158
770,0.0011216897649420983
771,0.001119691511528203
772,0.0011176966204002952
773,0.0011157086317025076
774,0.0011137305796117857
775,0.0011117553464203296
776,0.0011097842590140296
777,0.0011078230853754398
778,0.0011058616925466482
779,0.0011039123022094682
780,0.001101968426763545
781,0.001100033531786893
782,0.0010981051062077384
783,0.0010961801635432748
784,0.0010942574207858861
785,0.0010923477722017527
786,0.0010904411000952044
787,0.0010885370323806321
788,0.0010866416828986623
789,0.001084752543144953
790,0.0010828710319310665
791,0.0010809901181144713
792,0.0010791213598404126
793,0.0010772574544094609
794,0.0010753947815487638
795,0.0010735430172753053
796,0.0010716953893828303
797,0.0010698546581799368
798,0.001068014614234984
799,0.001066188701624852
800,0.0010643593462923546
801,0.0010625406444226097
802,0.0010607315775005963
803,0.0010589185893973454
804,0.0010571196271001839
805,0.0010553221045171812
806,0.0010535314133908948
807,0.0010517427309752257
808,0.0010499669687195979
809,0.001048190603780044
810,0.0010464232863175722
811,0.0010446543425001655
812,0.0010429009136469702
813,0.0010411448632884667
814,0.0010393952212035575
815,0.00103765290622082
816,0.0010359183631613975
817,0.0010341878531342575
818,0.0010324568639984142
819,0.001030740051429822
820,0.0010290198114494874
821,0.0010273109587318004
822,0.0010256025662257703
823,0.0010239048285120575
824,0.0010222067620814163
825,0.0010205196892923523
826,0.0010188306731277665
827,0.0010171546270919412
828,0.0010154775588154265
829,0.00101380962035312
830,0.0010121414807644535
831,0.0010104838353493732
832,0.0010088283991908
833,0.0010071768419445525
834,0.0010055294319946792
835,0.0010038904077312265
836,0.0010022514491841539
837,0.001000624291040991
838,0.0009989964553817681
839,0.0009973766981942475
840,0.0009957561856326234
841,0.000994146586263379
842,0.0009925376547819135
843,0.00099093913152109
844,0.0009893412934464062
845,0.0009877447796285115
846,0.0009861598986019122
847,0.000984572898441499
848,0.0009829956310074424
849,0.0009814194705194857
850,0.0009798534992606642
851,0.0009782878105254421
852,0.0009767259235872144
853,0.0009751711966572145
854,0.0009736169080913675
855,0.0009720697520627433
856,0.0009705290112345641
857,0.000968988919487583
858,0.000967454476063992
859,0.0009659236601416059
860,0.0009643984641377471
861,0.0009628779557041877
862,0.0009613631387902878
863,0.0009598530905923875
864,0.0009583435566081668
865,0.0009568420435183097
866,0.0009553397854751274
867,0.0009538447643039535
868,0.0009523541718583818
869,0.0009508697550517835
870,0.0009493893691685333
871,0.0009479111032890472
872,0.0009464367786463783
873,0.0009449675949131334
874,0.0009435010557489516
875,0.000942039923388535
876,0.0009405826276520958
877,0.0009391294331298088
878,0.0009376781542107364
879,0.0009362363548358646
880,0.0009347957642725377
881,0.000933358458500542
882,0.0009319247237451332
883,0.000930496493100661
884,0.0009290689170857194
885,0.0009276508753698484
886,0.0009262309561563575
887,0.0009248179060953298
888,0.0009234091697056981
889,0.0009220061165272214
890,0.0009206047399857047
891,0.0009192066747453843
892,0.0009178148714921523
893,0.0009164248007251168
894,0.0009150392895394574
895,0.0009136538094641577
896,0.0009122772073401643
897,0.0009109028055379461
898,0.0009095333609714409
899,0.0009081636093020625
900,0.0009068004343692134
901,0.0009054421865727091
902,0.0009040861337932644
903,0.0009027356726098508
904,0.0009013877827291376
905,0.0009000425869058284
906,0.0008987020410974848
907,0.0008973625633201809
908,0.000896028650665152
909,0.0008946997346682083
910,0.0008933717582176978
911,0.0008920503901056612
912,0.000890730031244577
913,0.0008894120741436542
914,0.0008881029784828065
915,0.0008867925619218871
916,0.000885488443923837
917,0.0008841862219114579
918,0.0008828882971138598
919,0.0008815938347715201
920,0.0008803010891370205
921,0.000879014032186484
922,0.000877726789644185
923,0.000876445931108813
924,0.0008751699333886139
925,0.0008738965358903015
926,0.0008726247576777868
927,0.0008713584430708924
928,0.0008700922677974852
929,0.0008688305218562076
930,0.0008675756080640749
931,0.0008663197364238138
932,0.0008650678817653827
933,0.0008638228443789032
934,0.0008625758131799886
935,0.0008613359423281557
936,0.0008600980468755712
937,0.0008588650062650151
938,0.0008576326970980513
939,0.0008564026854403553
940,0.0008551802927024526
941,0.0008539578930232246
942,0.0008527400044114878
943,0.0008515224101475368
944,0.0008503129066931438
945,0.0008491009261024421
946,0.0008478952729516332
947,0.0008466949631703392
948,0.0008454926051085572
949,0.0008442986551334153
950,0.0008431052858291938
951,0.0008419143910268815
952,0.000840727417602226
953,0.0008395420610328706
954,0.0008383604520059997
955,0.0008371808077133828
956,0.0008360058277952017
957,0.0008348346465158368
958,0.0008336655974902293
959,0.0008324980819283472
960,0.0008313361177708601
961,0.0008301756894687445
962,0.0008290171679301869
963,0.0008278628679559707
964,0.0008267123507091341
965,0.0008255644635448143
966,0.0008244181548952489
967,0.0008232755148476063
968,0.00082213724152182
969,0.0008209975837305052
970,0.0008198658357831083
971,0.0008187324709886154
972,0.0008176062761179398
973,0.0008164786306677907
974,0.0008153579990254619
975,0.0008142359824246463
976,0.0008131203680376027
977,0.0008120053787104616
978,0.0008108930187559188
979,0.0008097851109318017
980,0.000808680378254566
981,0.0008075761783312898
982,0.0008064765995625372
983,0.0008053787650696031
984,0.0008042824759241915
985,0.0008031910819455992
986,0.0008021008228181591
987,0.0008010149069675888
988,0.000799929762205895
989,0.0007988491225871156
990,0.0007977699286661474
991,0.0007966938979159834
992,0.0007956204968042024
993,0.0007945489809868143
994,0.0007934816272829468
995,0.0007924146219015078
996,0.0007913530131398185
997,0.0007902918119833117
998,0.0007892324972172191
999,0.0007881793537877986
1000,0.0007871247803952192
1001,0.0007860757213665692
1002,0.0007850293098435216
1003,0.0007839828962195082
1004,0.0007829396964097307
1005,0.0007818998550206905
1006,0.0007808622753763214
1007,0.0007798294598771212
1008,0.0007787973269290096
1009,0.0007777653844662127
1010,0.0007767399475252811
1011,0.0007757129312724588
1012,0.000774692521036836
1013,0.0007736725560541249
1014,0.0007726551538327211
1015,0.0007716397243463463
1016,0.0007706268137456132
1017,0.0007696163615389435
1018,0.0007686088086289674
1019,0.0007676031920572552
1020,0.0007666012033240538
1021,0.0007655992977406048
1022,0.000764601376960609
1023,0.0007636062894592958
1024,0.0007626131743044714
1025,0.0007616217058815107
1026,0.0007606333293844665
1027,0.0007596469613921487
1028,0.0007586609991229134
1029,0.0007576801169540831
1030,0.0007567019582964719
1031,0.0007557245072808796
1032,0.0007547490663988518
1033,0.0007537775977171684
1034,0.0007528067631845643
1035,0.0007518383408231952
1036,0.0007508732397311888
1037,0.0007499098525532745
1038,0.0007489487397096209
1039,0.00074798868568426
1040,0.000747032909780416
1041,0.0007460788193463903
1042,0.000745127600159372
1043,0.0007441777541340972
1044,0.0007432296471098764
1045,0.0007422844918887433
1046,0.0007413413496579036
1047,0.0007403985191035897
1048,0.0007394595518867167
1049,0.0007385235680907785
1050,0.0007375899431136635
1051,0.0007366574576232515
1052,0.000735725894402369
1053,0.0007347995483713332
1054,0.0007338730832718146
1055,0.0007329497102873113
1056,0.0007320280861112011
1057,0.0007311085561289862
1058,0.0007301911127724658
1059,0.0007292757021887656
1060,0.0007283621478534198
1061,0.0007274515237906419
1062,0.0007265419964731787
1063,0.0007256349995356037
1064,0.0007247301355156442
1065,0.0007238262116822706
1066,0.0007229270020881089
1067,0.000722027866277685
1068,0.0007211318364630075
1069,0.0007202361301217746
1070,0.0007193437686153206
1071,0.0007184523459491546
1072,0.0007175653200387043
1073,0.0007166781737483156
1074,0.0007157940651961791
1075,0.0007149117489521373
1076,0.0007140308230869522
1077,0.0007131517517934456
1078,0.0007122758390524109
1079,0.0007114015215843825
1080,0.0007105279820946184
1081,0.0007096584691324402
1082,0.0007087897852957547
1083,0.0007079213794364662
1084,0.0007070580158842473
1085,0.0007061944755131088
1086,0.0007053340817017536
1087,0.0007044745341543842
1088,0.0007036171974881151
1089,0.0007027613716765491
1090,0.0007019097468948463
1091,0.0007010579789052461
1092,0.0007002071129228334
1093,0.0006993612185450224
1094,0.0006985144498700957
1095,0.0006976715668099089
1096,0.0006968280283272618
1097,0.0006959888510748745
1098,0.0006951495619969374
1099,0.0006943142001297272
1100,0.0006934798775896317
1101,0.0006926464805667558
1102,0.0006918164559472211
1103,0.0006909873098725854
1104,0.000690158717488396
1105,0.0006893342450114503
1106,0.0006885111259355369
1107,0.0006876877225913259
1108,0.0006868677820473551
1109,0.0006860507016452442
1110,0.0006852331732401623
1111,0.0006844199919519693
1112,0.0006836070856275796
1113,0.0006827959985749962
1114,0.0006819852369180547
1115,0.0006811787645387035
1116,0.0006803718302752365
1117,0.000679569206418346
1118,0.000678766950978266
1119,0.0006779647804834074
1120,0.0006771671700311968
1121,0.000676370103161275
1122,0.0006755733464077947
1123,0.0006747810742073342
1124,0.0006739882996194614
1125,0.0006731981117404284
1126,0.0006724094570730009
1127,0.0006716227654106456
1128,0.000670837914498924
1129,0.0006700536492175923
1130,0.0006692719478297452
1131,0.0006684910235531554
1132,0.0006677138783635239
1133,0.0006669371048992627
1134,0.0006661614469126366
1135,0.000665387673365783
1136,0.0006646163180790964
1137,0.0006638457440960591
1138,0.0006630775244462507
1139,0.000662310352964505
1140,0.0006615453868270505
1141,0.000660780740673267
1142,0.000660018141853315
1143,0.0006592582620665219
1144,0.0006584994644590882
1145,0.0006577420425494963
1146,0.0006569871581180754
1147,0.0006562317695742755
1148,0.0006554805403575231
1149,0.0006547291397695034
1150,0.0006539797988179504
1151,0.0006532313060238999
1152,0.0006524851314691558
1153,0.000651741071713092
1154,0.0006509982090414542
1155,0.0006502572071323877
1156,0.0006495173923312142
1157,0.000648778255397764
1158,0.0006480407322619286
1159,0.0006473066901496615
1160,0.0006465728472121445
1161,0.0006458394776973147
1162,0.0006451091909817212
1163,0.0006443806724956492
1164,0.0006436529073153675
1165,0.000642926099248845
1166,0.000642201003474533
1167,0.0006414791238617265
1168,0.00064075731867154
1169,0.0006400369110915732
1170,0.0006393177477488977
1171,0.0006385998806924247
1172,0.0006378841822398994
1173,0.0006371700591354519
1174,0.0006364581908274025
1175,0.0006357459741855321
1176,0.0006350371016407032
1177,0.0006343277400802698
1178,0.0006336218667452452
1179,0.0006329163085044112
1180,0.0006322121886384628
1181,0.0006315090155541443
1182,0.0006308073543789805
1183,0.0006301085877150489
1184,0.0006294102447674275
1185,0.0006287131801225737
1186,0.0006280179637498113
1187,0.0006273227814879191
1188,0.0006266301381915434
1189,0.0006259397111099594
1190,0.0006252501661092633
